사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
Dec.23,경원선,1022,창동,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1901,방학,642 ,10 ,11429 ,1688 ,14198 ,5529 ,32165 ,9066 ,29012 ,19013 ,20356 ,11568 ,18530 ,11889 ,17291 ,10714 ,19281 ,13710 ,17193 ,14558 ,16076 ,16173 ,16528 ,19698 ,17219 ,22340 ,17321 ,25669 ,17154 ,28149 ,9673 ,25714 ,7433 ,15474 ,6591 ,13445 ,4614 ,12780 ,1949 ,7477 ,294 ,3025 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1902,도봉,227 ,18 ,6380 ,1244 ,9297 ,2820 ,18326 ,3710 ,16847 ,9562 ,12748 ,7494 ,11293 ,7351 ,11234 ,6253 ,10458 ,8654 ,10338 ,8815 ,9902 ,9427 ,10128 ,11093 ,9862 ,12595 ,10355 ,13957 ,9593 ,15577 ,4236 ,14164 ,3123 ,8852 ,2627 ,7663 ,1914 ,7518 ,832 ,4557 ,132 ,1827 ,1 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1903,도봉산,330 ,7 ,5733 ,893 ,9000 ,2043 ,19888 ,3424 ,19256 ,5523 ,14502 ,9160 ,12953 ,12426 ,12668 ,12516 ,15088 ,13514 ,17518 ,10777 ,19511 ,9817 ,20026 ,9885 ,18819 ,10042 ,15085 ,9100 ,11317 ,9276 ,6656 ,8389 ,4180 ,5497 ,3349 ,5046 ,2301 ,4901 ,989 ,3279 ,169 ,1490 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1904,망월사,398 ,3 ,6906 ,1013 ,11379 ,2937 ,25972 ,4604 ,24416 ,16494 ,17221 ,12395 ,15177 ,9924 ,15002 ,13545 ,15443 ,12416 ,16281 ,12268 ,15724 ,13337 ,14922 ,14051 ,15120 ,16854 ,15815 ,19209 ,10347 ,24216 ,5923 ,21332 ,4934 ,13807 ,4220 ,11719 ,3287 ,11099 ,1549 ,7496 ,342 ,3095 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1905,회룡,1337 ,12 ,14174 ,2090 ,26441 ,5160 ,53942 ,8572 ,46872 ,12674 ,30677 ,10855 ,27959 ,10776 ,26320 ,13828 ,24752 ,16705 ,21933 ,17350 ,19143 ,19897 ,18432 ,24474 ,17857 ,30128 ,16046 ,35927 ,12745 ,44343 ,7402 ,40093 ,6384 ,24935 ,5213 ,21659 ,4027 ,18695 ,1770 ,12665 ,335 ,5308 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1906,의정부,2621 ,14 ,9858 ,2404 ,26725 ,7881 ,46232 ,11897 ,45116 ,32875 ,28555 ,35582 ,25329 ,28046 ,27985 ,32764 ,32312 ,36526 ,32408 ,38261 ,35247 ,36919 ,40628 ,35239 ,42286 ,40160 ,45667 ,47304 ,43693 ,56615 ,27592 ,50054 ,27031 ,31565 ,19286 ,26217 ,15563 ,22883 ,8004 ,17275 ,1102 ,8723 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1907,가능,330 ,6 ,7383 ,1437 ,10933 ,3721 ,22155 ,6946 ,20306 ,12560 ,12544 ,7344 ,12615 ,5909 ,11646 ,7136 ,11728 ,7543 ,10435 ,9160 ,9513 ,7842 ,9935 ,10509 ,11001 ,12121 ,11508 ,16041 ,8926 ,18436 ,5665 ,17593 ,4588 ,12020 ,4050 ,9355 ,2623 ,8471 ,1257 ,5359 ,153 ,2354 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1908,녹양,293 ,2 ,5066 ,731 ,7422 ,1959 ,15657 ,4184 ,13980 ,7512 ,8729 ,4802 ,8294 ,3702 ,8000 ,5089 ,8307 ,5263 ,7230 ,6047 ,6540 ,5526 ,7350 ,7088 ,7543 ,7965 ,7993 ,11039 ,7353 ,13218 ,3825 ,12132 ,3014 ,7820 ,2565 ,6781 ,1480 ,6616 ,727 ,4134 ,106 ,1799 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1909,양주,1739 ,11 ,5279 ,1117 ,10135 ,5272 ,27601 ,9600 ,22284 ,10036 ,17655 ,6834 ,15995 ,6206 ,14960 ,7083 ,14213 ,8870 ,13435 ,9409 ,11364 ,10236 ,11464 ,12360 ,12159 ,14027 ,13479 ,19138 ,12411 ,21773 ,6075 ,20538 ,3900 ,14657 ,2970 ,12207 ,1891 ,10906 ,809 ,6948 ,97 ,3305 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1910,덕계,12 ,0 ,4629 ,671 ,13747 ,3987 ,21647 ,4121 ,20422 ,6761 ,10861 ,3796 ,9104 ,2985 ,8041 ,3277 ,6902 ,4027 ,7029 ,5319 ,5904 ,4972 ,7194 ,7042 ,8439 ,8364 ,7007 ,12831 ,6271 ,15158 ,3094 ,15719 ,2554 ,9252 ,1711 ,8965 ,1618 ,6426 ,608 ,5392 ,102 ,1931 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1911,덕정,0 ,0 ,3589 ,1348 ,8902 ,6481 ,17592 ,8829 ,18577 ,15634 ,12212 ,9507 ,10393 ,6119 ,10538 ,6233 ,10824 ,7441 ,12181 ,7654 ,9988 ,7603 ,11273 ,9078 ,12067 ,9861 ,12690 ,13650 ,11818 ,13903 ,5015 ,14779 ,3823 ,8716 ,2805 ,8660 ,2300 ,6931 ,1462 ,4972 ,305 ,1983 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1912,지행,73 ,3 ,4480 ,942 ,10088 ,2351 ,19231 ,5576 ,21598 ,12722 ,15827 ,6643 ,12923 ,6255 ,12256 ,7929 ,11361 ,8698 ,11593 ,9607 ,10713 ,10353 ,10673 ,12608 ,11553 ,14728 ,11269 ,18943 ,11470 ,20293 ,7415 ,18662 ,6321 ,13112 ,5441 ,10403 ,4009 ,9398 ,2268 ,7439 ,263 ,3353 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1913,동두천중앙,24 ,1 ,2319 ,640 ,4470 ,2241 ,7387 ,3558 ,8295 ,9380 ,6225 ,4175 ,6486 ,3840 ,6018 ,4959 ,6353 ,4525 ,5532 ,5295 ,5542 ,5112 ,6086 ,5628 ,6296 ,5896 ,5829 ,6690 ,6166 ,6929 ,2499 ,5583 ,1928 ,4184 ,1481 ,3331 ,870 ,3090 ,441 ,2696 ,33 ,1046 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1914,보산,23 ,0 ,1277 ,405 ,1731 ,992 ,3568 ,2328 ,3799 ,2860 ,3421 ,1777 ,3195 ,1657 ,3438 ,1859 ,3251 ,1794 ,3085 ,2202 ,3136 ,2268 ,3433 ,2647 ,4207 ,2946 ,4321 ,3543 ,2950 ,3953 ,1536 ,4410 ,1145 ,3098 ,795 ,2407 ,462 ,1959 ,227 ,1485 ,7 ,550 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1915,동두천,51 ,3 ,1003 ,456 ,2510 ,2363 ,4459 ,5597 ,5687 ,5077 ,4796 ,3631 ,4859 ,3250 ,4581 ,3421 ,3609 ,3139 ,4220 ,3971 ,4285 ,3569 ,5100 ,3555 ,4865 ,3890 ,4265 ,4062 ,3977 ,4655 ,1739 ,3764 ,930 ,3271 ,597 ,2532 ,514 ,1997 ,387 ,1966 ,10 ,686 ,0 ,1 ,0 ,0 ,0 ,0 
Dec.23,경원선,1916,소요산,91 ,1 ,624 ,303 ,695 ,943 ,2120 ,1462 ,3670 ,1947 ,4204 ,2991 ,3322 ,5027 ,4244 ,6433 ,5002 ,7434 ,7175 ,5884 ,8287 ,5174 ,8212 ,4127 ,6511 ,3400 ,4237 ,3218 ,2443 ,2332 ,1038 ,2205 ,751 ,1451 ,482 ,818 ,186 ,709 ,111 ,807 ,6 ,512 ,0 ,18 ,0 ,0 ,0 ,0 
Dec.23,경원선,1917,초성리,32 ,7 ,48 ,6 ,67 ,88 ,161 ,50 ,228 ,134 ,155 ,53 ,168 ,109 ,169 ,98 ,139 ,174 ,193 ,188 ,154 ,139 ,168 ,180 ,182 ,151 ,143 ,143 ,103 ,112 ,53 ,110 ,43 ,90 ,18 ,81 ,8 ,64 ,15 ,56 ,0 ,34 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1918,전곡,18 ,16 ,326 ,12 ,419 ,251 ,952 ,196 ,1568 ,745 ,1994 ,996 ,1747 ,865 ,1604 ,1068 ,1731 ,1421 ,1903 ,1476 ,1805 ,1560 ,1525 ,1215 ,1599 ,1528 ,1192 ,1652 ,880 ,1649 ,609 ,1417 ,584 ,825 ,305 ,770 ,216 ,631 ,117 ,526 ,6 ,406 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경원선,1919,연천,23 ,16 ,359 ,9 ,290 ,371 ,551 ,278 ,1437 ,1038 ,1476 ,1487 ,1370 ,1923 ,1589 ,4217 ,2833 ,5248 ,4648 ,4632 ,5350 ,3546 ,4566 ,2342 ,3119 ,1882 ,1904 ,1302 ,1003 ,932 ,415 ,942 ,283 ,572 ,136 ,424 ,79 ,262 ,31 ,221 ,2 ,148 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,안산선,1751,산본,530 ,4 ,8943 ,1717 ,22003 ,5820 ,50193 ,13912 ,50202 ,28781 ,28063 ,22555 ,24974 ,21363 ,24934 ,21599 ,27724 ,26754 ,25724 ,28459 ,26576 ,25946 ,29571 ,30093 ,31288 ,36669 ,29858 ,42340 ,31997 ,62955 ,19894 ,49718 ,17070 ,30699 ,17566 ,25663 ,13991 ,22929 ,5770 ,14397 ,639 ,5232 ,0 ,1 ,0 ,0 ,0 ,0 
Dec.23,안산선,1752,대야미,4 ,0 ,2639 ,870 ,7288 ,2710 ,16518 ,4786 ,19225 ,7554 ,11207 ,3448 ,8869 ,4053 ,8213 ,4408 ,7962 ,5034 ,7770 ,5032 ,7185 ,5934 ,7649 ,8108 ,8479 ,9128 ,8760 ,10474 ,9450 ,15183 ,4840 ,11392 ,3634 ,8569 ,2415 ,7439 ,1662 ,7594 ,933 ,4961 ,125 ,1410 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,안산선,1753,반월,8 ,0 ,3332 ,891 ,7704 ,2277 ,15976 ,3937 ,15294 ,7112 ,9968 ,3305 ,8440 ,3584 ,7658 ,4171 ,7785 ,4722 ,7585 ,5248 ,6383 ,6159 ,5879 ,7474 ,7584 ,9617 ,7179 ,10614 ,7210 ,14451 ,3388 ,11135 ,2811 ,8813 ,1900 ,7219 ,1428 ,6915 ,576 ,4154 ,143 ,1229 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,안산선,1754,상록수,395 ,23 ,13215 ,2271 ,28334 ,8349 ,61306 ,11325 ,57728 ,18341 ,35244 ,14532 ,27886 ,13404 ,25777 ,13410 ,25693 ,15468 ,24327 ,17933 ,20691 ,19141 ,21592 ,22585 ,23944 ,30226 ,25749 ,41337 ,20213 ,59654 ,13619 ,49483 ,10840 ,34382 ,9184 ,31589 ,6622 ,27756 ,2743 ,19964 ,455 ,5602 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,안산선,1755,한대앞,84 ,5 ,7605 ,885 ,16573 ,4024 ,28945 ,7780 ,25001 ,20430 ,18705 ,14904 ,15344 ,13533 ,15438 ,9918 ,16460 ,12771 ,15841 ,12583 ,15867 ,12886 ,16325 ,14236 ,18323 ,18831 ,19848 ,24538 ,17898 ,32750 ,10780 ,24138 ,8862 ,17233 ,8295 ,14903 ,6614 ,14242 ,2805 ,10003 ,303 ,2678 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,안산선,1756,중앙,264 ,17 ,9953 ,1233 ,28280 ,9180 ,53460 ,15654 ,46151 ,35532 ,28276 ,30928 ,25915 ,22496 ,28027 ,22209 ,31869 ,26477 ,28925 ,30608 ,29032 ,31098 ,31391 ,32351 ,36332 ,38023 ,39277 ,51195 ,38028 ,68741 ,25989 ,55090 ,25533 ,37337 ,26431 ,30992 ,22789 ,27236 ,10299 ,21758 ,1103 ,6805 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,안산선,1757,고잔,171 ,2 ,5234 ,995 ,15006 ,4715 ,26946 ,12244 ,22059 ,25661 ,15593 ,15613 ,14178 ,11703 ,14252 ,10797 ,14022 ,11905 ,13351 ,12935 ,14275 ,12465 ,16137 ,12405 ,17454 ,14054 ,22708 ,18818 ,20569 ,24433 ,8642 ,19048 ,8018 ,11908 ,7611 ,11429 ,5382 ,10053 ,2593 ,9026 ,240 ,3381 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,안산선,1758,초지,297 ,4 ,4104 ,338 ,10672 ,3964 ,20917 ,8431 ,16861 ,9930 ,10018 ,5102 ,8070 ,4287 ,7954 ,4362 ,8349 ,5064 ,7115 ,5644 ,6753 ,6061 ,6770 ,6827 ,7753 ,8298 ,9700 ,12033 ,9893 ,16464 ,5092 ,14588 ,3924 ,10312 ,3476 ,9576 ,2050 ,8238 ,822 ,7150 ,77 ,2732 ,0 ,1 ,0 ,0 ,0 ,0 
Dec.23,안산선,1759,안산,1366 ,14 ,9970 ,1515 ,12111 ,15199 ,20971 ,35803 ,22119 ,30790 ,20116 ,15678 ,17839 ,13907 ,17282 ,15652 ,18757 ,16369 ,19374 ,16652 ,20056 ,18297 ,21695 ,18631 ,25996 ,20183 ,42071 ,26490 ,42711 ,27341 ,20878 ,21965 ,16696 ,16166 ,10343 ,14154 ,4706 ,10618 ,1590 ,7379 ,151 ,3296 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,안산선,1760,신길온천,43 ,1 ,2420 ,100 ,3927 ,1784 ,6977 ,3230 ,6018 ,2827 ,4220 ,1330 ,3602 ,1406 ,3044 ,1764 ,2948 ,1961 ,2797 ,1942 ,2670 ,2373 ,2823 ,2813 ,3349 ,3317 ,4529 ,4877 ,3808 ,6163 ,1847 ,4956 ,1175 ,3519 ,842 ,3091 ,595 ,2546 ,201 ,2169 ,28 ,638 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,안산선,1761,정왕,273 ,5 ,7480 ,887 ,10833 ,12467 ,19217 ,24068 ,17999 ,28163 ,14452 ,18829 ,13724 ,13209 ,13481 ,12278 ,14391 ,12342 ,14957 ,12839 ,14829 ,12974 ,18373 ,14158 ,21353 ,14514 ,26266 ,19610 ,30968 ,23072 ,14124 ,17593 ,11356 ,14130 ,7781 ,12076 ,4879 ,10410 ,1795 ,7814 ,100 ,2301 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,안산선,1762,오이도,211 ,1 ,5881 ,338 ,13586 ,6362 ,28823 ,11249 ,23527 ,11775 ,15393 ,6984 ,13199 ,7344 ,12560 ,9554 ,13069 ,11454 ,12214 ,11543 ,11596 ,12494 ,13017 ,14793 ,15203 ,17192 ,17471 ,20004 ,16493 ,25239 ,9161 ,22015 ,7614 ,14873 ,6422 ,13026 ,4588 ,12177 ,1540 ,9160 ,13 ,3854 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,안산선,1763,수리산,30 ,0 ,3592 ,527 ,8335 ,1872 ,16439 ,4007 ,16819 ,6192 ,9950 ,3023 ,7715 ,3607 ,7701 ,2987 ,6565 ,3604 ,5969 ,3760 ,5174 ,4039 ,6065 ,5563 ,5544 ,6589 ,5556 ,7914 ,4803 ,11744 ,2466 ,9199 ,1791 ,6515 ,1353 ,5575 ,903 ,5485 ,486 ,3311 ,76 ,1122 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,과천선,1450,선바위,2 ,0 ,798 ,1114 ,5335 ,9198 ,15104 ,19807 ,17263 ,25516 ,13582 ,15366 ,11140 ,8032 ,10701 ,8003 ,11551 ,8225 ,11238 ,8052 ,12019 ,7622 ,13094 ,8547 ,18227 ,10428 ,26045 ,12297 ,29272 ,15014 ,12742 ,11370 ,9017 ,8699 ,7123 ,8353 ,3795 ,7912 ,1307 ,4868 ,115 ,866 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,과천선,1451,경마공원,1 ,0 ,275 ,555 ,1041 ,2669 ,2022 ,4274 ,2426 ,13190 ,2286 ,35624 ,2478 ,49948 ,2958 ,27035 ,4262 ,24107 ,5360 ,19754 ,8651 ,12497 ,14834 ,6872 ,27633 ,4298 ,45189 ,2469 ,76535 ,2486 ,9837 ,1735 ,2361 ,1194 ,758 ,1061 ,332 ,926 ,195 ,639 ,31 ,125 ,0 ,1 ,0 ,0 ,0 ,0 
Dec.23,과천선,1452,대공원,4 ,0 ,78 ,318 ,280 ,2956 ,637 ,4200 ,907 ,9773 ,1365 ,19696 ,1664 ,16096 ,7073 ,7885 ,9901 ,6813 ,6861 ,6718 ,7967 ,5115 ,8954 ,3340 ,10604 ,2174 ,11746 ,1413 ,8857 ,1150 ,4784 ,736 ,2936 ,511 ,1587 ,492 ,278 ,399 ,168 ,233 ,14 ,58 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,과천선,1453,과천,2 ,1 ,2522 ,303 ,9529 ,2086 ,25601 ,4553 ,24016 ,8393 ,16973 ,5044 ,13856 ,4800 ,12937 ,5187 ,12496 ,6742 ,12002 ,7111 ,10129 ,8582 ,10925 ,10538 ,12101 ,13049 ,11124 ,15576 ,8918 ,22039 ,4553 ,17055 ,3215 ,12529 ,2169 ,13326 ,1592 ,13390 ,703 ,7951 ,98 ,1614 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,과천선,1454,정부과천청사,20 ,2 ,1659 ,975 ,7144 ,13578 ,20527 ,26323 ,19121 ,75080 ,14807 ,19499 ,12984 ,11204 ,14541 ,10905 ,14953 ,12252 ,15823 ,12836 ,16695 ,13100 ,18840 ,13559 ,26862 ,15686 ,35868 ,19119 ,51248 ,24292 ,14691 ,18927 ,12736 ,11567 ,11996 ,11424 ,6958 ,10278 ,2304 ,6460 ,199 ,1439 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,과천선,1455,인덕원,109 ,6 ,8123 ,4039 ,26829 ,17752 ,72872 ,39513 ,64745 ,93989 ,44686 ,38989 ,38138 ,22005 ,34896 ,23503 ,36703 ,23365 ,35353 ,27683 ,33296 ,27843 ,37054 ,32608 ,47820 ,40730 ,62035 ,56383 ,76990 ,82683 ,30109 ,64086 ,25878 ,39139 ,25897 ,38486 ,18218 ,37138 ,7246 ,24425 ,747 ,7445 ,1 ,0 ,0 ,0 ,0 ,0 
Dec.23,과천선,1456,평촌,51 ,2 ,4307 ,3452 ,19694 ,11608 ,55879 ,32729 ,44111 ,80507 ,26348 ,30411 ,21609 ,16397 ,21343 ,15678 ,22412 ,15741 ,21134 ,19916 ,21254 ,17497 ,25526 ,19211 ,30788 ,24565 ,47320 ,32378 ,58491 ,45349 ,22934 ,38163 ,18865 ,22875 ,17888 ,20637 ,13409 ,20008 ,4965 ,11651 ,485 ,4170 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,과천선,1457,범계,96 ,6 ,8206 ,3310 ,32509 ,14414 ,85759 ,21446 ,71724 ,56777 ,42760 ,42454 ,36882 ,33373 ,36398 ,33717 ,41234 ,34699 ,40469 ,42202 ,40519 ,40391 ,46969 ,46365 ,53108 ,53562 ,56776 ,69684 ,59718 ,98085 ,38529 ,73166 ,40990 ,41111 ,33204 ,38873 ,28748 ,35548 ,13165 ,20955 ,1206 ,7211 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1023,선릉,54 ,1 ,1240 ,1591 ,2471 ,10968 ,5110 ,42866 ,7054 ,125604 ,6374 ,90616 ,7664 ,41276 ,9572 ,27943 ,11968 ,23553 ,13840 ,25088 ,16114 ,20566 ,20514 ,17739 ,28133 ,20505 ,48734 ,26067 ,70112 ,28373 ,31965 ,15465 ,22404 ,8075 ,23551 ,7157 ,20274 ,6264 ,6096 ,3992 ,356 ,753 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1024,한티,50 ,2 ,2384 ,1450 ,7407 ,9252 ,20789 ,22397 ,27934 ,45228 ,18981 ,41235 ,16404 ,27033 ,18518 ,23274 ,21770 ,25592 ,23792 ,31942 ,24432 ,25463 ,28439 ,26510 ,33240 ,31072 ,46059 ,38968 ,45665 ,37092 ,27949 ,25688 ,31760 ,15640 ,21784 ,15907 ,24675 ,13954 ,4327 ,8013 ,194 ,529 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1025,도곡,120 ,5 ,1400 ,1241 ,4031 ,7292 ,9926 ,15201 ,14408 ,24441 ,11923 ,19099 ,10960 ,9727 ,11519 ,10326 ,12040 ,9566 ,13586 ,10301 ,14424 ,10767 ,16666 ,11391 ,18659 ,12341 ,23960 ,14063 ,24379 ,15407 ,12326 ,12149 ,9276 ,8425 ,7841 ,8389 ,5584 ,7671 ,1412 ,4671 ,102 ,425 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1026,구룡,1 ,0 ,625 ,770 ,1696 ,9591 ,4522 ,11114 ,6084 ,8844 ,5084 ,4337 ,5508 ,3454 ,4783 ,2550 ,4650 ,2995 ,4393 ,3365 ,5185 ,3734 ,7206 ,3887 ,13475 ,4056 ,9188 ,4689 ,5657 ,5351 ,3034 ,4167 ,1591 ,2954 ,1742 ,2979 ,840 ,2926 ,201 ,2001 ,17 ,78 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1027,개포동,3 ,1 ,948 ,589 ,3823 ,3170 ,12004 ,5440 ,14285 ,9450 ,9157 ,8166 ,8120 ,7027 ,7893 ,5724 ,8774 ,6813 ,7810 ,7528 ,7732 ,7687 ,8411 ,8601 ,9903 ,9108 ,10625 ,11197 ,9302 ,14015 ,5918 ,10894 ,4911 ,7547 ,4998 ,7483 ,4166 ,7245 ,1450 ,4395 ,76 ,115 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1028,대모산입구,8 ,1 ,2526 ,707 ,6882 ,2636 ,23055 ,5938 ,25268 ,10702 ,14492 ,6174 ,10931 ,4933 ,9401 ,5491 ,9855 ,6324 ,9015 ,7418 ,8138 ,7468 ,8532 ,9660 ,10958 ,10945 ,12023 ,13745 ,10199 ,18261 ,5373 ,15035 ,3321 ,9879 ,2868 ,10625 ,2014 ,10855 ,734 ,6393 ,26 ,373 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1030,수서,34 ,1 ,3542 ,4104 ,6940 ,14662 ,24703 ,26936 ,37562 ,43695 ,26806 ,29261 ,31191 ,21010 ,21033 ,18840 ,28160 ,22743 ,24347 ,20039 ,17652 ,20373 ,26598 ,24150 ,30420 ,28346 ,39121 ,35354 ,41354 ,44672 ,19518 ,30411 ,20530 ,22281 ,14926 ,19818 ,15151 ,17637 ,8613 ,7244 ,70 ,1231 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1031,복정,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,4 ,0 ,3 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,2 ,0 ,4 ,0 ,2 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1846,수원,604 ,9 ,5232 ,720 ,9006 ,4217 ,21861 ,8139 ,22836 ,13936 ,11966 ,12468 ,8867 ,9542 ,9341 ,11714 ,10500 ,13151 ,10923 ,12765 ,11426 ,13668 ,14383 ,13270 ,16680 ,16144 ,19047 ,22171 ,20428 ,25705 ,15180 ,18635 ,15630 ,10736 ,13259 ,8817 ,12409 ,6248 ,4691 ,4088 ,145 ,780 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1847,서울숲,146 ,0 ,2454 ,653 ,4583 ,5141 ,11438 ,21515 ,20646 ,42890 ,14744 ,34376 ,9621 ,22658 ,10697 ,21571 ,12520 ,21492 ,15030 ,22923 ,17336 ,21999 ,22255 ,21982 ,28820 ,23127 ,43770 ,25702 ,50160 ,29994 ,31082 ,18498 ,21017 ,9436 ,20436 ,8390 ,11891 ,8101 ,3574 ,3998 ,103 ,1081 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1848,압구정로데오,253 ,10 ,4021 ,972 ,4377 ,11643 ,5536 ,23884 ,8232 ,70172 ,8401 ,99580 ,9930 ,57383 ,14971 ,45392 ,20079 ,38726 ,25238 ,40221 ,31095 ,37152 ,40829 ,36116 ,51055 ,40846 ,70017 ,50878 ,87968 ,57174 ,65792 ,32573 ,57105 ,15670 ,45441 ,11324 ,38322 ,9038 ,16067 ,5992 ,711 ,1228 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1849,강남구청,21 ,0 ,1271 ,957 ,2669 ,6126 ,6556 ,15637 ,10223 ,50431 ,8629 ,40745 ,8712 ,21855 ,10420 ,15841 ,11302 ,15288 ,13157 ,17173 ,15093 ,15254 ,17090 ,14793 ,21013 ,15627 ,31086 ,19251 ,45870 ,22013 ,23943 ,12748 ,14225 ,7398 ,13770 ,6760 ,9995 ,6249 ,3720 ,3876 ,165 ,822 ,1 ,1 ,0 ,0 ,0 ,0 
Dec.23,분당선,1850,선정릉,17 ,0 ,902 ,987 ,2264 ,5372 ,4516 ,12459 ,6971 ,45049 ,6051 ,37641 ,5980 ,16650 ,7576 ,10921 ,9231 ,8997 ,10000 ,9966 ,11890 ,9205 ,12621 ,7832 ,15508 ,8535 ,26518 ,10300 ,38855 ,11156 ,20560 ,6835 ,11202 ,4386 ,10064 ,3967 ,6632 ,4052 ,2267 ,2550 ,98 ,553 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1851,가천대,27 ,6 ,4712 ,1117 ,6925 ,3716 ,16933 ,6582 ,24219 ,24844 ,16555 ,24122 ,12707 ,17991 ,15219 ,13203 ,16104 ,18091 ,15867 ,16360 ,18856 ,13372 ,19890 ,12827 ,25496 ,14258 ,25674 ,17251 ,17526 ,23077 ,10599 ,18467 ,8297 ,14635 ,7276 ,15559 ,6415 ,16183 ,3408 ,11639 ,145 ,1194 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,분당선,1852,태평,254 ,8 ,14948 ,1729 ,18677 ,4972 ,39436 ,7657 ,59139 ,17125 ,42141 ,12184 ,25727 ,11899 ,20706 ,14164 ,21434 ,15443 ,21760 ,17563 ,20355 ,18978 ,19395 ,25545 ,21119 ,30245 ,22241 ,35392 ,18960 ,44895 ,11217 ,32203 ,8706 ,25089 ,6766 ,27580 ,5281 ,22500 ,2068 ,13378 ,104 ,1239 ,0 ,0 ,0 ,0 ,0 ,0 
